"Laikotarpis","Rodiklis","Pajamų, sąnaudų, pelno sudedamosios dalys","Ekonominės veiklos rūšis (EVRK 2 red., 2 ženklų lygiu)","Matavimo vienetai","Reikšmė"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","33352"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","34031"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","37806"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","41338"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Vandens tiekimas, nuotekų valymas, atliekų tvarkymas ir regeneravimas","tūkst. EUR","37429"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","145136"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","297656"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","350707"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","342619"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","213249"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","317246"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","385509"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","218524"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","63189"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","127062"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","134184"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","52020"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","20272"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","105187"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","133525"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","127692"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","48530"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","115853"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","137969"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","137013"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","64355"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","140037"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","165373"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","159625"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","61067"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","156375"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","203636"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","192798"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","110034"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","188087"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","225653"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","207711"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","121458"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","232548"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","236346"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","211070"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","129697"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","244962"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","226006"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","249786"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","177184"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","283985"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","367142"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","355250"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","177902"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","351930"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","377410"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","438840"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","269936"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","402187"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","431349"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","513713"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Statyba","tūkst. EUR","319984"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","828982"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1011013"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1066672"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1124111"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1057922"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1218134"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1150458"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1085735"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","746048"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","779132"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","783291"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","815342"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","683932"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","805149"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","817679"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","870960"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","734418"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","866318"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","866952"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","900854"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","825940"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","893014"
"2012K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","918254"
"2012K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","969572"
"2013K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","820150"
"2013K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","953572"
"2013K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","983928"
"2013K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1047158"
"2014K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","899726"
"2014K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","997860"
"2014K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1053864"
"2014K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1054723"
"2015K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","981669"
"2015K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1089792"
"2015K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1209211"
"2015K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1199402"
"2016K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1072963"
"2016K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1204273"
"2016K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1208684"
"2016K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1240134"
"2017K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1250449"
"2017K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1478226"
"2017K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1499428"
"2017K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1398942"
"2018K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1303601"
"2018K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1524116"
"2018K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1507767"
"2018K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1649228"
"2019K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1403944"
"2019K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1531636"
"2019K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1605976"
"2019K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1731014"
"2020K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Didmeninė ir mažmeninė prekyba; variklinių transporto priemonių ir motociklų remontas","tūkst. EUR","1544199"
"2007K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","194518"
"2007K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","234072"
"2007K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","235765"
"2007K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","208985"
"2008K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","210092"
"2008K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","230320"
"2008K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","189184"
"2008K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","152155"
"2009K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","130004"
"2009K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","142170"
"2009K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","157373"
"2009K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","137248"
"2010K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","162620"
"2010K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","192147"
"2010K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","223842"
"2010K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","191726"
"2011K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","219848"
"2011K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","247156"
"2011K3","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","241145"
"2011K4","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","219915"
"2012K1","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","232414"
"2012K2","Įmonių pajamos, sąnaudos, pelnas","Bendrasis pelnas, nuostolis (-)","Transportas ir saugojimas","tūkst. EUR","259951"
